query,mode,rank,doc_key,score,latency_ms,unique_sources,margin_top1_top2,gap_top1_topk,context_chars,relevance_score,groundedness_score,completeness_score
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",vector,1,"penal_code.pdf|115-115",0.73568845,52,3,0.0005795500000000953,0.027844310000000094,9892,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",vector,2,"penal_code.pdf|115-115",0.7351089,52,3,0.0005795500000000953,0.027844310000000094,9892,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",vector,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|106-106",0.7283276,52,3,0.0005795500000000953,0.027844310000000094,9892,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",vector,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|107-107",0.71709615,52,3,0.0005795500000000953,0.027844310000000094,9892,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",vector,5,"THE COMMERCIAL COURTS ACT, 2015.pdf|13-13",0.70784414,52,3,0.0005795500000000953,0.027844310000000094,9892,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",pageIndex,1,"the_code_of_civil_procedure,_1908.pdf|26-26",16.242500576124907,22,4,1.609181794481641,3.0239923368393615,10351,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",pageIndex,2,"A2007-41.pdf|4-4",14.633318781643267,22,4,1.609181794481641,3.0239923368393615,10351,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",pageIndex,3,"penal_code.pdf|13-13",14.293506893960178,22,4,1.609181794481641,3.0239923368393615,10351,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",pageIndex,4,"the_code_of_civil_procedure,_1908.pdf|5-5",13.349414982919377,22,4,1.609181794481641,3.0239923368393615,10351,,,
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",pageIndex,5,"A2016-16.pdf|20-20",13.218508239285546,22,4,1.609181794481641,3.0239923368393615,10351,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",vector,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|24-24",0.7552651,47,2,0.002749200000000007,0.04345270000000001,10393,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",vector,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|26-26",0.7525159,47,2,0.002749200000000007,0.04345270000000001,10393,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",vector,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|45-45",0.7414888,47,2,0.002749200000000007,0.04345270000000001,10393,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",vector,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|25-25",0.723908,47,2,0.002749200000000007,0.04345270000000001,10393,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",vector,5,"AFOOD.pdf|33-33",0.7118124,47,2,0.002749200000000007,0.04345270000000001,10393,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",pageIndex,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|26-26",17.820670817539938,25,3,2.612544696175414,6.398007022890729,9630,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",pageIndex,2,"penal_code.pdf|27-27",15.208126121364524,25,3,2.612544696175414,6.398007022890729,9630,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",pageIndex,3,"a2009-25.pdf|5-5",12.648096866453887,25,3,2.612544696175414,6.398007022890729,9630,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",pageIndex,4,"a2009-25.pdf|6-6",11.46562689911814,25,3,2.612544696175414,6.398007022890729,9630,,,
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",pageIndex,5,"a2009-25.pdf|5-5",11.422663794649209,25,3,2.612544696175414,6.398007022890729,9630,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",vector,1,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|43-43",0.79233545,57,2,0.0662722,0.07340681000000004,9833,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",vector,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|141-141",0.72606325,57,2,0.0662722,0.07340681000000004,9833,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",vector,3,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|84-84",0.722525,57,2,0.0662722,0.07340681000000004,9833,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",vector,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|143-143",0.72236097,57,2,0.0662722,0.07340681000000004,9833,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",vector,5,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|169-169",0.71892864,57,2,0.0662722,0.07340681000000004,9833,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",pageIndex,1,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|12-12",13.868791478013277,38,4,0.3115675593114222,1.5032908229835655,8609,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",pageIndex,2,"A2005-27.pdf|52-55",13.557223918701855,38,4,0.3115675593114222,1.5032908229835655,8609,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",pageIndex,3,"penal_code.pdf|94-94",13.202878878865915,38,4,0.3115675593114222,1.5032908229835655,8609,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",pageIndex,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|72-72",12.622757863916547,38,4,0.3115675593114222,1.5032908229835655,8609,,,
"I am a suspect in a gold theft case from a residence; I want to understand the requirements for \"recovery of property\" as evidence and similar cases where the accused was acquitted due to a lack of direct eyewitnesses.",pageIndex,5,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|234-235",12.365500655029711,38,4,0.3115675593114222,1.5032908229835655,8609,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",vector,1,"the_code_of_civil_procedure,_1908.pdf|127-127",0.693658,52,4,0.010242470000000004,0.012530000000000041,9453,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",vector,2,"penal_code.pdf|118-118",0.68341553,52,4,0.010242470000000004,0.012530000000000041,9453,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",vector,3,"the_code_of_civil_procedure,_1908.pdf|127-127",0.68259895,52,4,0.010242470000000004,0.012530000000000041,9453,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",vector,4,"Indian_Constitution.pdf|353-353",0.68193066,52,4,0.010242470000000004,0.012530000000000041,9453,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",vector,5,"A2005-43.pdf|8-8",0.681128,52,4,0.010242470000000004,0.012530000000000041,9453,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",pageIndex,1,"penal_code.pdf|114-114",18.28919586650608,24,5,0.9195573473852257,3.3940937559934223,9878,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",pageIndex,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|40-40",17.369638519120855,24,5,0.9195573473852257,3.3940937559934223,9878,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",pageIndex,3,"THE COMMERCIAL COURTS ACT, 2015.pdf|6-6",15.14671254537017,24,5,0.9195573473852257,3.3940937559934223,9878,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",pageIndex,4,"a2016-04.pdf|6-6",15.14671254537017,24,5,0.9195573473852257,3.3940937559934223,9878,,,
"My wife has filed a case against my entire family for cruelty; I need to know the latest Supreme Court guidelines on preventing \"frivolous litigation\" and sample cases where family members' names were removed from the FIR.",pageIndex,5,"the_code_of_civil_procedure,_1908.pdf|236-236",14.895102110512658,24,5,0.9195573473852257,3.3940937559934223,9878,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",vector,1,"penal_code.pdf|74-74",0.76816106,54,3,0.002006159999999979,0.008400759999999896,9020,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",vector,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",0.7661549,54,3,0.002006159999999979,0.008400759999999896,9020,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",vector,3,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|9-9",0.76543164,54,3,0.002006159999999979,0.008400759999999896,9020,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",vector,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|42-42",0.7607254,54,3,0.002006159999999979,0.008400759999999896,9020,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",vector,5,"penal_code.pdf|73-73",0.7597603,54,3,0.002006159999999979,0.008400759999999896,9020,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",pageIndex,1,"penal_code.pdf|8-8",20.606190658110833,35,3,0.09951338639789498,1.8718230178804056,8921,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",pageIndex,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|3-4",20.506677271712938,35,3,0.09951338639789498,1.8718230178804056,8921,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",pageIndex,3,"penal_code.pdf|74-74",20.016471615988436,35,3,0.09951338639789498,1.8718230178804056,8921,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",pageIndex,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|180-180",18.755414388941727,35,3,0.09951338639789498,1.8718230178804056,8921,,,
"I am accused of causing a death in a street fight without intent; I want to know the legal distinction between \"knowledge\" and \"intention\" in such acts and past cases where the charge was reduced from murder to culpable homicide.",pageIndex,5,"penal_code.pdf|77-77",18.734367640230428,35,3,0.09951338639789498,1.8718230178804056,8921,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",vector,1,"engaadhaar.pdf|19-19",0.729362,40,5,0.03199742999999999,0.037337899999999924,9617,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",vector,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|84-84",0.69736457,40,5,0.03199742999999999,0.037337899999999924,9617,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",vector,3,"A2013-18.pdf|143-143",0.69564295,40,5,0.03199742999999999,0.037337899999999924,9617,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",vector,4,"penal_code.pdf|111-111",0.69432783,40,5,0.03199742999999999,0.037337899999999924,9617,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",vector,5,"a2013-23.pdf|12-12",0.6920241,40,5,0.03199742999999999,0.037337899999999924,9617,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",pageIndex,1,"a2007-51.pdf|6-6",14.359989417829736,30,5,0.6538958483583137,1.631096779655305,7992,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",pageIndex,2,"A200530.pdf|12-12",13.706093569471422,30,5,0.6538958483583137,1.631096779655305,7992,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",pageIndex,3,"2006___47.pdf|28-28",13.11996912663282,30,5,0.6538958483583137,1.631096779655305,7992,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",pageIndex,4,"aaa200553.pdf|15-15",12.898532725465166,30,5,0.6538958483583137,1.631096779655305,7992,,,
"I am accused of unauthorized access to a company\u2019s database; I need to understand the technical definitions of \"hacking\" under Section 66 and similar cases where the prosecution failed to prove the digital \"chain of custody.\"",pageIndex,5,"A2003-36.pdf|16-16",12.72889263817443,30,5,0.6538958483583137,1.631096779655305,7992,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",vector,1,"penal_code.pdf|6-6",0.7261283,48,3,0.014638149999999905,0.02557285999999992,7750,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",vector,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|10-10",0.71149015,48,3,0.014638149999999905,0.02557285999999992,7750,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",vector,3,"penal_code.pdf|50-50",0.70764667,48,3,0.014638149999999905,0.02557285999999992,7750,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",vector,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|8-8",0.7013175,48,3,0.014638149999999905,0.02557285999999992,7750,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",vector,5,"AA2010__19green.pdf|6-6",0.70055544,48,3,0.014638149999999905,0.02557285999999992,7750,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",pageIndex,1,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|207-208",13.650552469613242,32,4,1.3995589571966125,2.1869801465202503,8733,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",pageIndex,2,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|12-12",12.25099351241663,32,4,1.3995589571966125,2.1869801465202503,8733,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",pageIndex,3,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|171-171",11.528767513435014,32,4,1.3995589571966125,2.1869801465202503,8733,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",pageIndex,4,"A2013-18.pdf|303-303",11.480586001534851,32,4,1.3995589571966125,2.1869801465202503,8733,,,
"I am accused of obstructing a government official during a protest; I want to know the specific boundaries of \"lawful discharge of duty\" and sample cases where the court found the official's actions were unauthorized.",pageIndex,5,"the_code_of_civil_procedure,_1908.pdf|122-122",11.463572323092992,32,4,1.3995589571966125,2.1869801465202503,8733,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",vector,1,"penal_code.pdf|30-30",0.75685614,49,3,0.03502660999999996,0.05272728000000004,6625,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",vector,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|29-29",0.72182953,49,3,0.03502660999999996,0.05272728000000004,6625,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",vector,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|30-30",0.70543927,49,3,0.03502660999999996,0.05272728000000004,6625,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",vector,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",0.7046831,49,3,0.03502660999999996,0.05272728000000004,6625,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",vector,5,"the_code_of_civil_procedure,_1908.pdf|111-111",0.70412886,49,3,0.03502660999999996,0.05272728000000004,6625,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",pageIndex,1,"the_code_of_civil_procedure,_1908.pdf|176-176",12.113711628427115,28,3,0.7119820665076535,1.0466507847048678,6776,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",pageIndex,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|3-4",11.401729561919462,28,3,0.7119820665076535,1.0466507847048678,6776,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",pageIndex,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|45-45",11.393822558291713,28,3,0.7119820665076535,1.0466507847048678,6776,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",pageIndex,4,"the_code_of_civil_procedure,_1908.pdf|124-124",11.345546404347038,28,3,0.7119820665076535,1.0466507847048678,6776,,,
"I am being blamed for the suicide of a friend following a verbal argument; I need to know what constitutes \"instigation\" in Indian law and past cases where the court ruled that mere scolding is not abetment.",pageIndex,5,"penal_code.pdf|8-8",11.067060843722247,28,3,0.7119820665076535,1.0466507847048678,6776,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",vector,1,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|48-48",0.70694685,58,2,0.0031334200000000534,0.006410350000000009,10292,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",vector,2,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|48-48",0.70381343,58,2,0.0031334200000000534,0.006410350000000009,10292,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",vector,3,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|47-47",0.70183516,58,2,0.0031334200000000534,0.006410350000000009,10292,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",vector,4,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|35-35",0.7015921,58,2,0.0031334200000000534,0.006410350000000009,10292,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",vector,5,"A2005-27.pdf|35-35",0.7005365,58,2,0.0031334200000000534,0.006410350000000009,10292,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",pageIndex,1,"the_code_of_civil_procedure,_1908.pdf|5-5",12.817246465624114,19,4,0.1779653101100802,1.2774962885325998,8541,,,
"Police claim they found banned substances in my car; I want to know the mandatory procedures under Section 50 regarding personal search and similar cases where the accused was freed because the police didn't follow the search protocol.",pageIndex,2,"the_code_of_civil_procedure,_1908.pdf|62-62",12.639281155514034,19,4,0.1779653101100802,1.2774962885325998,8541,,,
