query,strategy,collection,rank,doc_key,score,latency_ms,margin_top1_top2,gap_top1_topk
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|93-93",288.82605,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,2,"A2013-18.pdf|105-105",281.41925,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,3,"A2009-06.pdf|18-18",276.35852,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|73-73",268.9899,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,5,"penal_code.pdf|103-103",264.51666,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,6,"A2013-18.pdf|144-144",263.3755,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,7,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|84-84",263.16544,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,8,"A2013-18.pdf|244-244",258.67673,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,9,"A2013-18.pdf|161-161",258.1744,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",dot_smallchunks,btp_docs_dot_smallchunks,10,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|99-99",257.95718,49,7.4068000000000325,30.868870000000015
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|105-105",15.312757,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"A2013-18.pdf|143-143",15.306548,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"penal_code.pdf|34-34",15.303465,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"A2013-18.pdf|190-190",15.288219,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|97-98",15.284461,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"200635.pdf|19-20",15.282002,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"penal_code.pdf|99-99",15.281481,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"A2005-49.pdf|7-8",15.2798195,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"A2013-18.pdf|149-150",15.267143,9,0.006209000000000131,0.04636599999999902
"I have been accused of financial fraud in a business partnership; I need to understand what constitutes \"dishonest inducement\" under Indian law and want to know about similar sample cases where a commercial dispute was wrongly categorized as a criminal cheating case.",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"the_code_of_civil_procedure,_1908.pdf|214-215",15.266391,9,0.006209000000000131,0.04636599999999902
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,1,"penal_code.pdf|115-115",0.73568845,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|106-106",0.7283276,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|107-107",0.71709615,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,4,"a2016-04.pdf|13-13",0.70784414,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,5,"THE COMMERCIAL COURTS ACT, 2015.pdf|13-13",0.70784414,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,6,"aa2005.pdf|19-19",0.70621085,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,7,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|108-108",0.699935,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,8,"the_code_of_civil_procedure,_1908.pdf|58-58",0.69924486,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,9,"201401.pdf|19-19",0.6955386,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",cosine_para,btp_docs_cosine_para,10,"the_code_of_civil_procedure,_1908.pdf|47-47",0.69110924,7,0.007360850000000085,0.04457921000000009
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,1,"penal_code.pdf|115-115",260.32132,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|108-108",250.39334,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|107-107",243.9487,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|106-106",240.96153,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,5,"the_code_of_civil_procedure,_1908.pdf|58-58",240.14572,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,6,"2006____19.pdf|22-22",239.64641,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,7,"the_code_of_civil_procedure,_1908.pdf|121-121",239.24347,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,8,"THE MARITIME ANTI-PIRACY ACT,.pdf|7-7",239.10915,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,9,"200635.pdf|7-7",238.79106,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",dot_smallchunks,btp_docs_dot_smallchunks,10,"A2006-41.pdf|97-97",237.0542,10,9.92798000000002,23.267120000000006
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|119-120",15.163164,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"the_code_of_civil_procedure,_1908.pdf|66-66",15.1525,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|14-14",15.151731,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"A2005-28.pdf|16-16",15.1516,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"A2009-04.pdf|6-6",15.149439,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"Mediation_ACT.pdf|15-16",15.149336,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"the_code_of_civil_procedure,_1908.pdf|72-72",15.143621,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"A2013-18.pdf|243-243",15.138823,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"A2014-18.pdf|12-13",15.133162,5,0.010664000000000229,0.037366999999999706
"A former colleague filed a defamation suit against me for a social media post; I want to know the legal \"exceptions\" for truth and public good, plus details on past cases where the High Court quashed defamation FIRs based on freedom of speech.",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|106-107",15.125797,5,0.010664000000000229,0.037366999999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|24-24",0.7552651,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,2,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|26-26",0.7525159,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|45-45",0.7414888,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|25-25",0.723908,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,5,"AFOOD.pdf|33-33",0.7118124,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,6,"penal_code.pdf|26-26",0.7113413,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,7,"penal_code.pdf|73-73",0.71032584,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,8,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|82-82",0.7082527,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,9,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",0.70625126,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",cosine_para,btp_docs_cosine_para,10,"penal_code.pdf|27-27",0.7021598,8,0.002749200000000007,0.05310530000000002
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,1,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|24-24",297.2461,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,2,"penal_code.pdf|73-73",278.33368,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,3,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|45-45",277.37103,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,4,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|26-26",271.9051,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,5,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|43-43",270.86905,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,6,"THE BHARATIYA NYAYA SANHITA, 2023.pdf|25-25",268.49664,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,7,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|181-181",264.9034,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,8,"penal_code.pdf|26-26",264.89648,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,9,"A2006-41.pdf|97-97",264.4223,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",dot_smallchunks,btp_docs_dot_smallchunks,10,"THE BHARATIYA SAKSHYA ADHINIYAM, 2023.pdf|39-39",262.60852,11,18.912419999999997,34.637580000000014
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,1,"englegal.pdf|14-14",16.186766,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,2,"penal_code.pdf|77-77",16.18544,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,3,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|141-142",16.183353,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,4,"A2003-36.pdf|74-75",16.162905,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,5,"200702.pdf|7-8",16.160362,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,6,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023 \u2013 ARRANGEMENT OF CLAUSES.pdf|150-151",16.148659,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,7,"A2009-06.pdf|14-14",16.135757,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,8,"201325.pdf|14-15",16.122612,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,9,"A2010-38.pdf|6-7",16.116667,8,0.0013259999999988281,0.07254399999999706
"As a doctor, I am being blamed for a patient's death during surgery; I need to know the specific \"gross negligence\" criteria set by the Supreme Court and similar past cases like Jacob Mathew v. State of Punjab.",euclid_mergedpages,btp_docs_euclid_mergedpages,10,"A2003-36.pdf|72-73",16.114222,8,0.0013259999999988281,0.07254399999999706
